date,close,open,high,low
-261138600,66.720001,66.720001,66.720001,66.720001
-260879400,65.769997,65.769997,65.769997,65.769997
-260793000,65.779999,65.779999,65.779999,65.779999
-260706600,66.470001,66.470001,66.470001,66.470001
-260620200,66.580002,66.580002,66.580002,66.580002
-260533800,66.730003,66.730003,66.730003,66.730003
-260274600,66.769997,66.769997,66.769997,66.769997
-260188200,66.730003,66.730003,66.730003,66.730003
-260101800,67.18,67.18,67.18,67.18
-260015400,67.769997,67.769997,67.769997,67.769997
-259929000,66.970001,66.970001,66.970001,66.970001
-259669800,67.940002,67.940002,67.940002,67.940002
-259583400,68.110001,68.110001,68.110001,68.110001
-259497000,68.169998,68.169998,68.169998,68.169998
-259410600,68.160004,68.160004,68.160004,68.160004
-259324200,68.040001,68.040001,68.040001,68.040001
-259065000,67.849998,67.849998,67.849998,67.849998
-258978600,67.870003,67.870003,67.870003,67.870003
-258892200,68.209999,68.209999,68.209999,68.209999
-258805800,68.449997,68.449997,68.449997,68.449997
-258719400,68,68,68,68
-258460200,68.059998,68.059998,68.059998,68.059998
-258373800,67.980003,67.980003,67.980003,67.980003
-258287400,68.339996,68.339996,68.339996,68.339996
-258201000,68.459999,68.459999,68.459999,68.459999
-258114600,68.339996,68.339996,68.339996,68.339996
-257851800,68.419998,68.419998,68.419998,68.419998
-257765400,68.620003,68.620003,68.620003,68.620003
-257679000,68.730003,68.730003,68.730003,68.730003
-257592600,69.110001,69.110001,69.110001,69.110001
-257506200,69.470001,69.470001,69.470001,69.470001
-257247000,70.010002,70.010002,70.010002,70.010002
-257074200,70.870003,70.870003,70.870003,70.870003
-256987800,70.769997,70.769997,70.769997,70.769997
-256901400,71.07,71.07,71.07,71.07
-256642200,71.269997,71.269997,71.269997,71.269997
-256555800,71.660004,71.660004,71.660004,71.660004
-256469400,71.669998,71.669998,71.669998,71.669998
-256383000,71.620003,71.620003,71.620003,71.620003
-256296600,71.620003,71.620003,71.620003,71.620003
-256037400,71.720001,71.720001,71.720001,71.720001
-255951000,71.779999,71.779999,71.779999,71.779999
-255864600,71.699997,71.699997,71.699997,71.699997
-255691800,71.839996,71.839996,71.839996,71.839996
-255432600,71.849998,71.849998,71.849998,71.849998
-255346200,71.75,71.75,71.75,71.75
-255259800,71.699997,71.699997,71.699997,71.699997
-255173400,71.32,71.32,71.32,71.32
-255087000,71.779999,71.779999,71.779999,71.779999
-254827800,72.010002,72.010002,72.010002,72.010002
-254741400,71.93,71.93,71.93,71.93
-254655000,71.989998,71.989998,71.989998,71.989998
-254568600,71.699997,71.699997,71.699997,71.699997
-254482200,72.040001,72.040001,72.040001,72.040001
-254223000,72.389999,72.389999,72.389999,72.389999
-254136600,72.639999,72.639999,72.639999,72.639999
-254050200,72.529999,72.529999,72.529999,72.529999
-253963800,71.980003,71.980003,71.980003,71.980003
-253877400,72.010002,72.010002,72.010002,72.010002
-253618200,71.760002,71.760002,71.760002,71.760002
-253531800,71.260002,71.260002,71.260002,71.260002
-253445400,71.120003,71.120003,71.120003,71.120003
-253359000,70.860001,70.860001,70.860001,70.860001
-253272600,70.910004,70.910004,70.910004,70.910004
-252927000,71.019997,71.019997,71.019997,71.019997
-252840600,71.650002,71.650002,71.650002,71.650002
-252754200,71.690002,71.690002,71.690002,71.690002
-252667800,71.550003,71.550003,71.550003,71.550003
-252322200,70.959999,71.550003,71.959999,70.709999
-252235800,71.129997,70.959999,71.480003,70.379997
-252149400,70.639999,71.129997,71.620003,70.449997
-252063000,69.660004,70.639999,70.839996,69.349998
-251803800,69.120003,69.660004,69.839996,68.169998
-251717400,69.150002,69.120003,69.93,68.830002
-251631000,68.959999,69.150002,69.580002,68.620003
-251544600,69.370003,68.959999,69.540001,68.57
-251458200,69.610001,69.370003,70.169998,69.230003
-251199000,69.470001,69.610001,69.959999,69.059998
-251112600,69.07,69.470001,69.610001,68.68
-251026200,68.32,69.07,69.309998,68.129997
-250939800,68.389999,68.32,68.730003,67.75
-250853400,68.75,68.389999,70.080002,68.139999
-250594200,68.809998,68.75,69.370003,68.449997
-250507800,68.290001,68.809998,68.959999,68
-250421400,68.400002,68.290001,68.68,67.550003
-250335000,68.349998,68.400002,69.050003,68.099998
-250248600,68.129997,68.349998,68.669998,67.830002
-249989400,67.900002,68.129997,68.5,67.550003
-249903000,68.169998,67.900002,68.650002,67.620003
-249816600,68.839996,68.169998,69.089996,68.120003
-249730200,69.260002,68.839996,69.650002,68.559998
-249643800,69.809998,69.260002,70.019997,69.019997
-249384600,69.879997,69.809998,70.300003,69.419998
-249298200,69.959999,69.879997,70.32,69.410004
-249211800,70.419998,69.959999,70.669998,69.779999
-249125400,70.580002,70.419998,70.949997,70.160004
-249039000,70.480003,70.580002,70.830002,69.93
-248779800,70.459999,70.480003,70.809998,70.139999
-248693400,70.449997,70.459999,70.889999,70.07
-248607000,70.419998,70.449997,70.790001,70.029999
-248520600,70.739998,70.419998,71.059998,70.230003
-248434200,70.589996,70.739998,71.129997,70.269997
-248175000,70.410004,70.589996,70.959999,70.120003
-248088600,70.660004,70.410004,70.910004,70.129997
-248002200,70.32,70.660004,70.970001,70.120003
-247829400,70.160004,70.32,70.57,69.730003
-247570200,69.760002,70.160004,70.330002,69.440002
-247483800,69.889999,69.760002,70.32,69.480003
-247397400,69.959999,69.889999,70.419998,69.57
-247311000,70.199997,69.959999,70.599998,69.760002
-247224600,70.160004,70.160004,70.160004,69.75
-246965400,70.010002,70.160004,70.480003,69.650002
-246879000,69.779999,70.010002,70.239998,69.459999
-246792600,69.690002,69.779999,70.07,69.370003
-246706200,70.190002,69.690002,70.370003,69.400002
-246619800,70.419998,70.190002,70.709999,70
-246360600,70.400002,70.419998,70.760002,70.019997
-246274200,70.599998,70.400002,70.860001,70.059998
-246187800,70.910004,70.599998,71.25,70.480003
-246101400,71.059998,70.910004,71.440002,70.589996
-246015000,70.940002,71.059998,71.339996,70.669998
-245755800,70.849998,70.940002,71.309998,70.529999
-245669400,70.660004,70.849998,71.080002,70.400002
-245583000,70.510002,70.660004,70.93,70.160004
-245496600,70.400002,70.510002,70.839996,70.139999
-245410200,70.449997,70.400002,70.779999,70.120003
-245151000,69.889999,70.449997,70.629997,69.730003
-245064600,69.699997,69.889999,70.199997,69.410004
-244978200,70.040001,69.699997,70.330002,69.540001
-244891800,70.010002,70.040001,70.5,69.809998
-244805400,69.550003,70.010002,70.089996,69.160004
-244546200,69.370003,69.550003,69.82,69.129997
-244459800,68.809998,69.370003,69.529999,68.529999
-244373400,68.489998,68.809998,69.220001,68.330002
-244287000,68.910004,68.489998,69.089996,68.120003
-244200600,68.839996,68.910004,69.419998,68.580002
-243941400,68.309998,68.839996,69.019997,68.089996
-243855000,68.559998,68.309998,68.800003,67.940002
-243768600,68.410004,68.559998,69.260002,68.239998
-243682200,67.900002,68.410004,68.43,67.470001
-243595800,67.900002,67.900002,68.110001,67.029999
-243336600,67.599998,67.900002,68.190002,67.209999
-243250200,67.900002,67.599998,68.199997,67.239998
-243163800,68.269997,67.900002,68.720001,67.830002
-243077400,68.589996,68.269997,68.900002,68.07
-242731800,68.529999,68.589996,69.010002,68.169998
-242645400,68.459999,68.529999,68.910004,68.160004
-242559000,67.709999,68.459999,68.580002,67.529999
-242472600,67.050003,67.709999,67.970001,66.919998
-242386200,66.300003,67.050003,67.610001,65.989998
-242130600,65.239998,66.300003,66.900002,64.949997
-242044200,65.699997,65.239998,65.940002,63.759998
-241957800,65.989998,65.699997,66.669998,65.559998
-241871400,66.529999,65.989998,66.93,65.809998
-241785000,66.239998,66.529999,66.800003,65.800003
-241525800,66.019997,66.239998,66.559998,65.660004
-241439400,65.169998,66.019997,66.129997,64.879997
-241353000,64.260002,65.169998,65.169998,64.019997
-241266600,63.57,64.260002,64.389999,62.990002
-241180200,62.650002,63.57,64.099998,62.439999
-240921000,63.099998,62.650002,63.310001,61.110001
-240834600,64.290001,63.41,64.870003,63.41
-240748200,64.269997,64.290001,64.879997,63.82
-240661800,63.93,64.269997,64.410004,63.380001
-240575400,63.82,63.93,64.139999,63.290001
-240316200,63.59,63.82,64,63.209999
-240229800,62.34,63.59,63.689999,62.259998
-240143400,61.110001,62.34,62.419998,60.900002
-240057000,60.619999,61.110001,61.790001,60.360001
-239970600,59.470001,60.619999,60.98,59
-239711400,55.5,59.150002,59.150002,55.419998
-239625000,58.080002,55.5,58.290001,53.130001
-239452200,59.630001,58.799999,60.82,58.799999
-239365800,59.380001,59.630001,59.959999,58.52
-239106600,57.27,59.119999,59.119999,57.139999
-239020200,57.57,57.27,58.419998,56.330002
-238933800,58.389999,57.639999,59.169998,57.639999
-238847400,58.400002,58.389999,58.900002,58
-238761000,58.450001,58.400002,58.970001,58.139999
-238501800,57.82,58.450001,58.580002,57.509998
-238415400,56.34,57.66,57.66,56.23
-238329000,55.5,56.34,56.799999,55.240002
-238242600,54.330002,55.5,56,54.119999
-238156200,55.889999,54.330002,55.959999,53.66
-237897000,55.740002,55.889999,56.529999,54.970001
-237810600,55.540001,55.740002,55.880001,54.98
-237724200,54.779999,55.540001,55.919998,54.66
-237637800,53.59,54.779999,54.779999,53.5
-237551400,52.68,53.59,53.779999,52.48
-237292200,52.450001,52.68,52.959999,51.349998
-237205800,52.32,52.450001,53.580002,52.099998
-237119400,52.599998,52.32,52.830002,51.77
-237033000,54.41,52.98,54.639999,52.98
-236946600,54.75,54.41,55.470001,54.200001
-236687400,55.860001,54.75,56.02,54.470001
-236601000,56.490002,55.860001,56.740002,55.57
-236428200,56.810001,56.490002,57.099998,56.150002
-236341800,56.169998,56.73,56.73,55.639999
-236082600,56.549999,56.169998,56.73,55.540001
-235996200,57.200001,56.990002,58.360001,56.990002
-235909800,57.73,57.200001,57.950001,56.77
-235823400,58.029999,57.73,58.669998,57.59
-235737000,57.830002,58.029999,58.18,57.23
-235477800,57.830002,57.830002,58.099998,57.18
-235391400,56.779999,57.830002,57.959999,56.68
-235305000,56.200001,56.779999,56.810001,55.860001
-235218600,56.419998,56.200001,56.950001,55.959999
-235132200,56.810001,56.419998,57.09,56.27
