time,open,high,low,close,Plot
-2755935564,6.24,6.24,6.24,6.24,NaN
-2750665164,5.81,5.81,5.81,5.81,NaN
-2748073164,5.84,5.84,5.84,5.84,NaN
-2745394764,5.81,5.81,5.81,5.81,NaN
-2742716364,5.68,5.68,5.68,5.68,NaN
-2740297164,5.75,5.75,5.75,5.75,NaN
-2735026764,5.77,5.77,5.77,5.77,NaN
-2732348364,5.82,5.82,5.82,5.82,NaN
-2727077964,5.47,5.47,5.47,5.47,NaN
-2721807564,5.38,5.38,5.38,5.38,NaN
-2719129164,5.46,5.46,5.46,5.46,NaN
-2713858200,5.18,5.18,5.18,5.18,NaN
-2711179800,5.32,5.32,5.32,5.32,NaN
-2705995800,5.06,5.06,5.06,5.06,NaN
-2703403800,4.65,4.65,4.65,4.65,NaN
-2698133400,4.46,4.46,4.46,4.46,NaN
-2695455000,4.74,4.74,4.74,4.74,NaN
-2692776600,4.59,4.59,4.59,4.59,NaN
-2690184600,4.44,4.44,4.44,4.44,NaN
-2684914200,4.34,4.34,4.34,4.34,NaN
-2682235800,4.24,4.24,4.24,4.24,NaN
-2674459800,4.37,4.37,4.37,4.37,NaN
-2671867800,4.32,4.32,4.32,4.32,NaN
-2669189400,4.3,4.3,4.3,4.3,NaN
-2666597400,4.46,4.46,4.46,4.46,NaN
-2661240600,4.65,4.65,4.65,4.65,NaN
-2658648600,4.92,4.92,4.92,4.92,NaN
-2653378200,5.2,5.2,5.2,5.2,NaN
-2650699800,5.2,5.2,5.2,5.2,NaN
-2648021400,5.3,5.3,5.3,5.3,NaN
-2645602200,5.19,5.19,5.19,5.19,NaN
-2642923800,5.12,5.12,5.12,5.12,NaN
-2637653400,5.25,5.25,5.25,5.25,NaN
-2635061400,5.33,5.33,5.33,5.33,NaN
-2629704600,5.51,5.51,5.51,5.51,NaN
-2627112600,5.65,5.65,5.65,5.65,NaN
-2624434200,5.79,5.79,5.79,5.79,NaN
-2621842200,5.64,5.64,5.64,5.64,NaN
-2616485400,5.54,5.54,5.54,5.54,NaN
-2614066200,5.67,5.67,5.67,5.67,NaN
-2611387800,5.8,5.8,5.8,5.8,NaN
-2606117400,5.73,5.73,5.73,5.73,NaN
-2603525400,5.59,5.59,5.59,5.59,NaN
-2600847000,5.45,5.45,5.45,5.45,NaN
-2598168600,5.38,5.38,5.38,5.38,NaN
-2592898200,5.3,5.3,5.3,5.3,NaN
-2590306200,5.27,5.27,5.27,5.27,NaN
-2584949400,5.28,5.28,5.28,5.28,NaN
-2582443800,5.08,5.08,5.08,5.08,NaN
-2577173400,5.17,5.17,5.17,5.17,NaN
-2574495000,5.01,5.01,5.01,5.01,NaN
-2569224600,5.25,5.25,5.25,5.25,NaN
-2563954200,5.35,5.35,5.35,5.35,NaN
-2561275800,5.24,5.24,5.24,5.24,NaN
-2556005400,5.24,5.24,5.24,5.24,NaN
-2553327000,5.3,5.3,5.3,5.3,NaN
-2550907800,5.19,5.19,5.19,5.19,NaN
-2548229400,5.18,5.18,5.18,5.18,NaN
-2545637400,5.32,5.32,5.32,5.32,NaN
-2540367000,5.3,5.3,5.3,5.3,NaN
-2537688600,5.37,5.37,5.37,5.37,NaN
-2532418200,5.4,5.4,5.4,5.4,NaN
-2529739800,5.35,5.35,5.35,5.35,NaN
-2524469400,5.38,5.38,5.38,5.38,NaN
-2516693400,5.39,5.39,5.39,5.39,NaN
-2514101400,5.62,5.62,5.62,5.62,NaN
-2508831000,5.54,5.54,5.54,5.54,NaN
-2506152600,5.41,5.41,5.41,5.41,NaN
-2503474200,5.32,5.32,5.32,5.32,NaN
-2500882200,5.08,5.08,5.08,5.08,NaN
-2495611800,4.6,4.6,4.6,4.6,NaN
-2492933400,4.84,4.84,4.84,4.84,NaN
-2485157400,4.97,4.97,4.97,4.97,NaN
-2482565400,4.95,4.95,4.95,4.95,NaN
-2479887000,4.85,4.85,4.85,4.85,NaN
-2477295000,4.77,4.77,4.77,4.77,NaN
-2471938200,5.33,5.33,5.33,5.33,NaN
-2469346200,5.33,5.33,5.33,5.33,NaN
-2464075800,5.41,5.41,5.41,5.41,NaN
-2461397400,5.51,5.51,5.51,5.51,NaN
-2458719000,5.52,5.52,5.52,5.52,NaN
-2456213400,5.58,5.58,5.58,5.58,NaN
-2453535000,5.57,5.57,5.57,5.57,NaN
-2448264600,5.54,5.54,5.54,5.54,NaN
-2445672600,5.54,5.54,5.54,5.54,NaN
-2442994200,5.62,5.62,5.62,5.62,NaN
-2440315800,5.48,5.48,5.48,5.48,NaN
-2435045400,5.57,5.57,5.57,5.57,NaN
-2432453400,5.51,5.51,5.51,5.51,NaN
-2427096600,5.51,5.51,5.51,5.51,NaN
-2424677400,5.31,5.31,5.31,5.31,NaN
-2419407000,4.84,4.84,4.84,4.84,NaN
-2416728600,4.61,4.61,4.61,4.61,NaN
-2411458200,4.08,4.08,4.08,4.08,NaN
-2408779800,4.37,4.37,4.37,4.37,NaN
-2403509400,4.57,4.57,4.57,4.57,NaN
-2400917400,4.41,4.41,4.41,4.41,NaN
-2398239000,4.32,4.32,4.32,4.32,NaN
-2395560600,4.38,4.38,4.38,4.38,NaN
-2393141400,4.51,4.51,4.51,4.51,NaN
-2387871000,4.4,4.4,4.4,4.4,NaN
-2385192600,4.34,4.34,4.34,4.34,NaN
-2379922200,4.41,4.41,4.41,4.41,NaN
-2374651800,4.34,4.34,4.34,4.34,NaN
-2371973400,4.34,4.34,4.34,4.34,NaN
-2366703000,4.25,4.25,4.25,4.25,NaN
-2364024600,4.19,4.19,4.19,4.19,NaN
-2361605400,4.19,4.19,4.19,4.19,NaN
-2358927000,4.37,4.37,4.37,4.37,NaN
-2356335000,4.61,4.61,4.61,4.61,NaN
-2351064600,4.72,4.72,4.72,4.72,NaN
-2348386200,4.79,4.79,4.79,4.79,NaN
-2343115800,4.75,4.75,4.75,4.75,NaN
-2340437400,4.59,4.59,4.59,4.59,NaN
-2335167000,4.27,4.27,4.27,4.27,NaN
-2327304600,4.42,4.42,4.42,4.42,NaN
-2324712600,4.4,4.4,4.4,4.4,NaN
-2322034200,4.32,4.32,4.32,4.32,NaN
-2319442200,4.04,4.04,4.04,4.04,NaN
-2314085400,4.01,4.01,4.01,4.01,NaN
-2311493400,4.1,4.1,4.1,4.1,NaN
-2306223000,4.22,4.22,4.22,4.22,NaN
-2303544600,4.22,4.22,4.22,4.22,NaN
-2300866200,4.18,4.18,4.18,4.18,NaN
-2298447000,4.19,4.19,4.19,4.19,NaN
-2295768600,4.06,4.06,4.06,4.06,NaN
-2290498200,4.27,4.27,4.27,4.27,NaN
-2287906200,4.46,4.46,4.46,4.46,NaN
-2282549400,4.98,4.98,4.98,4.98,NaN
-2279957400,4.82,4.82,4.82,4.82,NaN
-2277279000,4.65,4.65,4.65,4.65,NaN
-2274687000,4.75,4.75,4.75,4.75,NaN
-2269330200,4.87,4.87,4.87,4.87,NaN
-2266911000,4.65,4.65,4.65,4.65,NaN
-2264232600,4.57,4.57,4.57,4.57,NaN
-2258962200,5.06,5.06,5.06,5.06,NaN
-2256370200,5.08,5.08,5.08,5.08,NaN
-2253691800,5.27,5.27,5.27,5.27,NaN
-2251013400,5.26,5.26,5.26,5.26,NaN
-2245743000,5.32,5.32,5.32,5.32,NaN
-2243151000,5.65,5.65,5.65,5.65,NaN
-2237794200,6.31,6.31,6.31,6.31,NaN
-2235375000,6.4,6.4,6.4,6.4,NaN
-2230104600,6.21,6.21,6.21,6.21,NaN
-2227426200,6.07,6.07,6.07,6.07,NaN
-2222155800,6.44,6.44,6.44,6.44,NaN
-2219477400,6.37,6.37,6.37,6.37,NaN
-2214207000,6.46,6.46,6.46,6.46,NaN
-2211615000,6.02,6.02,6.02,6.02,NaN
-2208936600,6.1,6.1,6.1,6.1,NaN
-2206258200,6.21,6.21,6.21,6.21,NaN
-2203839000,6.26,6.26,6.26,6.26,NaN
-2198568600,6.04,6.04,6.04,6.04,NaN
-2195890200,5.86,5.86,5.86,5.86,NaN
-2190619800,5.94,5.94,5.94,5.94,NaN
-2185349400,6.01,6.01,6.01,6.01,NaN
-2182671000,6.48,6.48,6.48,6.48,NaN
-2177400600,7.07,7.07,7.07,7.07,NaN
-2174722200,7.25,7.25,7.25,7.25,NaN
-2172303000,7.51,7.51,7.51,7.51,NaN
-2169624600,8.14,8.14,8.14,8.14,NaN
-2167032600,7.73,7.73,7.73,7.73,NaN
-2161762200,7.93,7.93,7.93,7.93,NaN
-2159083800,8.04,8.04,8.04,8.04,NaN
-2153813400,7.91,7.91,7.91,7.91,NaN
-2151135000,8.08,8.08,8.08,8.08,NaN
-2145864600,8.12,8.12,8.12,8.12,NaN
-2138088600,8.48,8.48,8.48,8.48,NaN
-2135496600,8.46,8.46,8.46,8.46,NaN
-2130226200,8.6,8.6,8.6,8.6,NaN
-2127547800,8.83,8.83,8.83,8.83,NaN
-2124869400,8.85,8.85,8.85,8.85,NaN
-2122277400,8.57,8.57,8.57,8.57,NaN
-2117007000,8.05,8.05,8.05,8.05,NaN
-2114328600,8.46,8.46,8.46,8.46,NaN
-2106552600,7.75,7.75,7.75,7.75,NaN
-2103960600,7.6,7.6,7.6,7.6,NaN
-2101282200,7.18,7.18,7.18,7.18,NaN
-2098690200,6.85,6.85,6.85,6.85,NaN
-2093333400,6.47,6.47,6.47,6.47,NaN
-2090741400,6.26,6.26,6.26,6.26,NaN
-2085471000,6.57,6.57,6.57,6.57,NaN
-2082792600,6.68,6.68,6.68,6.68,NaN
-2080114200,6.5,6.5,6.5,6.5,NaN
-2077608600,6.48,6.48,6.48,6.48,NaN
-2074930200,6.64,6.64,6.64,6.64,NaN
-2069659800,6.51,6.51,6.51,6.51,NaN
-2067067800,6.78,6.78,6.78,6.78,NaN
-2064389400,7.01,7.01,7.01,7.01,NaN
-2061711000,7.32,7.32,7.32,7.32,NaN
-2056440600,8.17,8.17,8.17,8.17,NaN
-2053848600,8.25,8.25,8.25,8.25,NaN
-2048491800,8.8,8.8,8.8,8.8,NaN
-2046072600,9.05,9.05,9.05,9.05,NaN
-2040802200,8.5,8.5,8.5,8.5,NaN
-2038123800,8.6,8.6,8.6,8.6,NaN
-2032853400,9.2,9.2,9.2,9.2,NaN
-2030175000,9.23,9.23,9.23,9.23,NaN
-2024904600,9.31,9.31,9.31,9.31,NaN
-2022312600,9.54,9.54,9.54,9.54,NaN
-2019634200,9.87,9.87,9.87,9.87,NaN
-2016955800,9.8,9.8,9.8,9.8,NaN
-2014536600,9.56,9.56,9.56,9.56,NaN
-2009266200,9.18,9.18,9.18,9.18,NaN
-2006587800,9.3,9.3,9.3,9.3,NaN
-2001317400,9.73,9.73,9.73,9.73,NaN
-1996047000,9.73,9.73,9.73,9.73,NaN
-1993368600,9.93,9.93,9.93,9.93,NaN
-1988098200,9.56,9.56,9.56,9.56,NaN
-1985419800,9.26,9.26,9.26,9.26,NaN
-1983000600,8.35,8.35,8.35,8.35,NaN
-1980322200,8.39,8.39,8.39,8.39,NaN
-1977730200,8.1,8.1,8.1,8.1,NaN
-1972459800,8.14,8.14,8.14,8.14,NaN
-1969781400,7.53,7.53,7.53,7.53,NaN
-1964511000,6.64,6.64,6.64,6.64,NaN
-1961832600,6.25,6.25,6.25,6.25,NaN
-1956562200,6.85,6.85,6.85,6.85,NaN
-1948699800,7.24,7.24,7.24,7.24,NaN
-1946107800,7.63,7.63,7.63,7.63,NaN
-1943429400,7.64,7.64,7.64,7.64,NaN
-1940837400,7.92,7.92,7.92,7.92,NaN
-1935480600,8.17,8.17,8.17,8.17,NaN
-1932888600,8.27,8.27,8.27,8.27,NaN
-1927618200,9.03,9.03,9.03,9.03,NaN
-1924939800,9.06,9.06,9.06,9.06,NaN
-1922261400,8.8,8.8,8.8,8.8,NaN
-1919842200,8.92,8.92,8.92,8.92,NaN
-1917163800,9.32,9.32,9.32,9.32,NaN
-1911893400,9.8,9.8,9.8,9.8,NaN
-1909301400,9.94,9.94,9.94,9.94,NaN
-1903944600,10.19,10.19,10.19,10.19,NaN
-1901352600,10.23,10.23,10.23,10.23,NaN
-1898674200,10.18,10.18,10.18,10.18,NaN
-1896082200,10.3,10.3,10.3,10.3,NaN
-1890725400,9.72,9.72,9.72,9.72,NaN
-1888306200,9.96,9.96,9.96,9.96,NaN
-1885627800,9.72,9.72,9.72,9.72,NaN
-1880357400,9.1,9.1,9.1,9.1,NaN
-1877765400,8.64,8.64,8.64,8.64,NaN
-1875087000,8.85,8.85,8.85,8.85,NaN
-1872408600,8.91,8.91,8.91,8.91,NaN
-1867138200,9.31,9.31,9.31,9.31,NaN
-1864546200,9.05,9.05,9.05,9.05,NaN
-1859189400,9.43,9.43,9.43,9.43,NaN
-1856770200,9.32,9.32,9.32,9.32,NaN
-1851499800,9.48,9.48,9.48,9.48,NaN
-1848821400,9.67,9.67,9.67,9.67,NaN
-1843551000,9.17,9.17,9.17,9.17,NaN
-1840872600,8.67,8.67,8.67,8.67,NaN
-1835602200,9.07,9.07,9.07,9.07,NaN
-1833010200,9.11,9.11,9.11,9.11,NaN
-1830331800,9.12,9.12,9.12,9.12,NaN
-1827653400,9.04,9.04,9.04,9.04,NaN
-1825147800,9.3,9.3,9.3,9.3,NaN
-1822469400,9.59,9.59,9.59,9.59,NaN
-1819877400,9.58,9.58,9.58,9.58,NaN
-1814607000,9.59,9.59,9.59,9.59,NaN
-1811928600,9.81,9.81,9.81,9.81,NaN
-1806658200,9.84,9.84,9.84,9.84,NaN
-1803979800,9.73,9.73,9.73,9.73,NaN
-1798709400,9.3,9.3,9.3,9.3,NaN
-1790933400,8.79,8.79,8.79,8.79,NaN
-1788341400,8.55,8.55,8.55,8.55,NaN
-1783071000,8.23,8.23,8.23,8.23,NaN
-1780392600,8.45,8.45,8.45,8.45,NaN
-1777714200,8.53,8.53,8.53,8.53,NaN
-1775122200,8.26,8.26,8.26,8.26,NaN
-1769851800,8.04,8.04,8.04,8.04,NaN
-1767173400,8.37,8.37,8.37,8.37,NaN
-1759397400,8.12,8.12,8.12,8.12,NaN
-1756805400,8.17,8.17,8.17,8.17,NaN
-1754127000,8.13,8.13,8.13,8.13,NaN
-1751535000,7.68,7.68,7.68,7.68,NaN
-1746178200,7.68,7.68,7.68,7.68,NaN
-1743586200,7.68,7.68,7.68,7.68,NaN
-1738315800,7.35,7.35,7.35,7.35,NaN
-1735637400,7.48,7.48,7.48,7.48,NaN
-1732959000,7.38,7.38,7.38,7.38,NaN
-1730539800,7.57,7.57,7.57,7.57,NaN
-1727861400,8.14,8.14,8.14,8.14,NaN
-1722591000,8.04,8.04,8.04,8.04,NaN
-1719999000,8.01,8.01,8.01,8.01,NaN
-1714642200,8.66,8.66,8.66,8.66,NaN
-1712050200,9.14,9.14,9.14,9.14,NaN
-1709371800,9.46,9.46,9.46,9.46,NaN
-1706779800,9.48,9.48,9.48,9.48,NaN
-1701423000,9.2,9.2,9.2,9.2,NaN
-1698917400,9.17,9.17,9.17,9.17,NaN
-1693647000,9.27,9.27,9.27,9.27,NaN
-1690968600,9.36,9.36,9.36,9.36,NaN
-1685698200,9.3,9.3,9.3,9.3,NaN
-1683019800,9.68,9.68,9.68,9.68,NaN
-1677749400,10.21,10.21,10.21,10.21,NaN
-1675157400,9.8,9.8,9.8,9.8,NaN
-1672479000,9.57,9.57,9.57,9.57,NaN
-1669800600,9.03,9.03,9.03,9.03,NaN
-1667381400,9.31,9.31,9.31,9.31,NaN
-1662111000,8.86,8.86,8.86,8.86,NaN
-1659432600,9.04,9.04,9.04,9.04,NaN
-1654162200,8.53,8.53,8.53,8.53,NaN
-1648891800,7.68,7.68,7.68,7.68,NaN
-1646213400,7.04,7.04,7.04,7.04,NaN
-1640943000,7.21,7.21,7.21,7.21,NaN
-1638264600,7.43,7.43,7.43,7.43,NaN
-1635845400,7.28,7.28,7.28,7.28,NaN
-1633170600,7.21,7.21,7.21,7.21,NaN
-1630578600,7.44,7.44,7.44,7.44,NaN
-1625308200,7.51,7.51,7.51,7.51,NaN
-1622629800,7.58,7.58,7.58,7.58,NaN
-1617359400,7.86,7.86,7.86,7.86,NaN
-1614677400,8.06,8.06,8.06,8.06,NaN
-1609407000,7.85,7.85,7.85,7.85,NaN
-1601634600,8.39,8.39,8.39,8.39,NaN
-1599042600,8.97,8.97,8.97,8.97,NaN
-1593772200,9.51,9.51,9.51,9.51,NaN
-1591093800,8.87,8.87,8.87,8.87,NaN
-1588415400,9.01,9.01,9.01,9.01,NaN
-1585823400,9.47,9.47,9.47,9.47,NaN
-1580549400,8.92,8.92,8.92,8.92,NaN
-1577871000,8.83,8.83,8.83,8.83,NaN
-1572687000,8.67,8.67,8.67,8.67,NaN
-1570008600,8.6,8.6,8.6,8.6,NaN
-1564738200,7.92,7.92,7.92,7.92,NaN
-1562149800,7.91,7.91,7.91,7.91,NaN
-1556793000,7.87,7.87,7.87,7.87,NaN
-1554201000,7.88,7.88,7.88,7.88,NaN
-1551519000,7.48,7.48,7.48,7.48,NaN
-1548927000,6.81,6.81,6.81,6.81,NaN
-1543570200,7.06,7.06,7.06,7.06,NaN
-1541151000,6.88,6.88,6.88,6.88,NaN
-1538476200,6.91,6.91,6.91,6.91,NaN
-1533205800,6.55,6.55,6.55,6.55,NaN
-1530613800,6.53,6.53,6.53,6.53,NaN
-1527935400,6.45,6.45,6.45,6.45,NaN
-1525257000,6.61,6.61,6.61,6.61,NaN
-1519983000,7.06,7.06,7.06,7.06,NaN
-1517391000,7.31,7.31,7.31,7.31,NaN
-1512034200,7.46,7.46,7.46,7.46,NaN
-1509615000,7.74,7.74,7.74,7.74,NaN
-1504348200,8.53,8.53,8.53,8.53,NaN
-1501669800,8.45,8.45,8.45,8.45,NaN
-1496399400,8.83,8.83,8.83,8.83,NaN
-1493721000,9.06,9.06,9.06,9.06,NaN
-1488447000,8.8,8.8,8.8,8.8,NaN
-1485855000,8.78,8.78,8.78,8.78,NaN
-1483176600,8.9,8.9,8.9,8.9,NaN
-1480498200,9.28,9.28,9.28,9.28,NaN
-1478079000,9.43,9.43,9.43,9.43,NaN
-1472812200,8.67,8.67,8.67,8.67,NaN
-1470133800,8.34,8.34,8.34,8.34,NaN
-1464863400,8.1,8.1,8.1,8.1,NaN
-1459589400,8.03,8.03,8.03,8.03,NaN
-1456911000,8.27,8.27,8.27,8.27,NaN
-1451640600,8.83,8.83,8.83,8.83,NaN
-1448962200,8.87,8.87,8.87,8.87,NaN
-1443778200,8.5,8.5,8.5,8.5,NaN
-1441189800,8.47,8.47,8.47,8.47,NaN
-1435919400,9.03,9.03,9.03,9.03,NaN
-1433241000,9.34,9.34,9.34,9.34,NaN
-1430562600,9.25,9.25,9.25,9.25,NaN
-1427967000,9.13,9.13,9.13,9.13,NaN
-1422696600,10.16,10.16,10.16,10.16,NaN
-1420018200,10.58,10.58,10.58,10.58,NaN
-1412242200,10.28,10.28,10.28,10.28,NaN
-1409653800,10.61,10.61,10.61,10.61,NaN
-1406975400,10.8,10.8,10.8,10.8,NaN
-1404383400,11.1,11.1,11.1,11.1,NaN
-1399026600,11.51,11.51,11.51,11.51,NaN
-1396431000,11.89,11.89,11.89,11.89,NaN
-1391160600,12.46,12.46,12.46,12.46,NaN
-1388482200,12.65,12.65,12.65,12.65,NaN
-1385803800,12.67,12.67,12.67,12.67,NaN
-1383384600,11.81,11.81,11.81,11.81,NaN
-1380706200,11.48,11.48,11.48,11.48,NaN
-1375439400,12.11,12.11,12.11,12.11,NaN
-1372847400,12.62,12.62,12.62,12.62,NaN
-1367490600,13.32,13.32,13.32,13.32,NaN
-1364895000,13.02,13.02,13.02,13.02,NaN
-1362216600,13.19,13.19,13.19,13.19,NaN
-1359624600,13.49,13.49,13.49,13.49,NaN
-1354267800,13.66,13.66,13.66,13.66,NaN
-1351848600,13.87,13.87,13.87,13.87,NaN
-1349170200,14.21,14.21,14.21,14.21,NaN
-1343903400,14.89,14.89,14.89,14.89,NaN
-1341311400,15.22,15.22,15.22,15.22,NaN
-1338633000,16.03,16.03,16.03,16.03,NaN
-1335954600,16.94,16.94,16.94,16.94,NaN
-1330680600,17.06,17.06,17.06,17.06,NaN
-1328088600,17.46,17.46,17.46,17.46,NaN
-1322731800,17.32,17.32,17.32,17.32,NaN
-1320226200,18.25,18.25,18.25,18.25,NaN
-1314959400,20,20,20,20,NaN
-1312281000,19.02,19.02,19.02,19.02,NaN
-1307010600,19.78,19.78,19.78,19.78,NaN
-1301736600,21.6,21.6,21.6,21.6,NaN
-1299058200,23.06,23.06,23.06,23.06,NaN
-1293787800,24.86,24.86,24.86,24.86,NaN
-1291109400,24.99,24.99,24.99,24.99,NaN
-1288690200,25.43,25.43,25.43,25.43,NaN
-1286011800,25.28,25.28,25.28,25.28,NaN
-1283423400,25.66,25.66,25.66,25.66,NaN
-1278153000,28.48,28.48,28.48,28.48,NaN
-1275474600,30.1,30.1,30.1,30.1,NaN
-1270200600,27.99,27.99,27.99,27.99,NaN
-1267522200,20.58,20.58,20.58,20.58,NaN
-1262251800,21.71,21.71,21.71,21.71,NaN
-1254475800,25.46,25.46,25.46,25.46,NaN
-1251887400,23.94,23.94,23.94,23.94,NaN
-1246617000,21.06,21.06,21.06,21.06,NaN
-1243938600,20.79,20.79,20.79,20.79,NaN
-1241260200,20.78,20.78,20.78,20.78,NaN
-1238664600,17.92,17.92,17.92,17.92,NaN
-1233394200,15.51,15.51,15.51,15.51,NaN
-1230715800,15.98,15.98,15.98,15.98,NaN
-1222939800,15.86,15.86,15.86,15.86,NaN
-1220351400,14.33,14.33,14.33,14.33,NaN
-1217673000,13.87,13.87,13.87,13.87,NaN
-1215081000,14.33,14.33,14.33,14.33,NaN
-1209724200,11.83,11.83,11.83,11.83,NaN
-1207128600,10.25,10.25,10.25,10.25,NaN
-1201858200,8.44,8.44,8.44,8.44,NaN
-1199179800,8.3,8.3,8.3,8.3,NaN
-1196501400,8.23,8.23,8.23,8.23,NaN
-1193995800,8.26,8.26,8.26,8.26,NaN
-1191317400,6.28,6.28,6.28,6.28,NaN
-1186050600,4.77,4.77,4.77,4.77,NaN
-1183458600,5.01,5.01,5.01,5.01,NaN
-1180780200,7.53,7.53,7.53,7.53,NaN
-1178101800,8.26,8.26,8.26,8.26,NaN
-1172827800,7.05,7.05,7.05,7.05,NaN
-1170235800,6.82,6.82,6.82,6.82,NaN
-1164879000,6.25,6.25,6.25,6.25,NaN
-1162459800,6.23,6.23,6.23,6.23,NaN
-1157193000,8.87,8.87,8.87,8.87,NaN
-1154514600,10.39,10.39,10.39,10.39,NaN
-1149244200,10.67,10.67,10.67,10.67,NaN
-1146565800,10.58,10.58,10.58,10.58,NaN
