time,open,high,low,close,Plot
1620840600,4083.76,4087.55,4073.57,4076.34,4076.34
1620844200,4076.32,4091.26,4063.27,4066.16,4066.16
1620847800,4066.24,4074.65,4056.88,4063.04,4063.04
1620912600,4074.99,4122.96,4074.99,4120.09,4120.09
1620916200,4120.24,4128.53,4105.19,4105.86,4105.86
1620919800,4106.38,4116.28,4100.93,4115.13,4115.13
1620923400,4115,4119.58,4095.04,4099.25,4099.25
1620927000,4099.22,4119.62,4087.2,4119.42,4119.42
1620930600,4119.79,4126.82,4116.53,4124.89,4124.89
1620934200,4124.8,4131.58,4111.53,4112.5,4112.5
1620999000,4129.58,4160.3,4129.58,4153.78,4153.78
1621002600,4153.49,4165,4149.64,4163.54,4163.54
1621006200,4163.57,4168.26,4161.49,4167.39,4167.39
1621009800,4167.4,4172.62,4166.61,4172.29,4172.29
1621013400,4172.27,4177.42,4170.23,4175.87,4175.87
1621017000,4175.9,4183.13,4175.9,4178.5,4178.5
1621020600,4178.51,4181.96,4172.73,4173.85,4173.85
1621258200,4169.92,4171.92,4150.47,4152.9,4152.9
1621261800,4152.69,4162.4,4147.46,4151.04,4151.04
1621265400,4151.05,4155.82,4147.31,4155.04,4155.04
1621269000,4155.02,4159.08,4145.7,4148.33,4148.33
1621272600,4148.36,4154.48,4142.69,4153.83,4153.83
1621276200,4153.86,4165.22,4150.15,4157.93,4157.93
1621279800,4157.89,4164.41,4156.6,4163.29,4163.29
1621344600,4165.94,4169.15,4152.91,4165.75,4165.75
1621348200,4165.8,4167.54,4161.17,4163.45,4163.45
1621351800,4163.55,4163.73,4155.76,4162.18,4162.18
1621355400,4162.12,4163.53,4158.26,4163.49,4163.49
1621359000,4163.51,4163.75,4151.49,4151.82,4151.82
1621362600,4151.88,4152.74,4139.49,4150.92,4150.92
1621366200,4150.93,4153.7,4125.99,4127.83,4127.83
1621431000,4098.45,4098.45,4061.41,4076.95,4076.95
1621434600,4076.88,4090.72,4061.85,4088.5,4088.5
1621438200,4088.46,4100.26,4080.15,4096.45,4096.45
1621441800,4096.56,4109.32,4095.3,4105.73,4105.73
1621445400,4105.68,4111.26,4083.97,4107.67,4107.67
1621449000,4107.73,4112.08,4083.84,4106.4,4106.4
1621452600,4106.44,4116.93,4094.34,4115.68,4115.68
1621517400,4121.97,4143.75,4121.97,4143.46,4143.46
1621521000,4143.48,4155.5,4141.24,4155.5,4155.5
1621524600,4155.41,4168.12,4153.88,4154.07,4154.07
1621528200,4154.11,4161.37,4148.62,4160.75,4160.75
1621531800,4160.83,4162.36,4153.35,4162.05,4162.05
1621535400,4162.13,4172.8,4160.09,4172.52,4172.52
1621539000,4172.54,4172.62,4156.62,4159.12,4159.12
1621603800,4168.61,4188.72,4168.61,4175.26,4175.26
1621607400,4175.13,4179.87,4169.49,4169.53,4169.53
1621611000,4169.73,4174.03,4158.58,4161.87,4161.87
1621614600,4161.86,4163.11,4151.72,4161.02,4161.02
1621618200,4161.06,4168.37,4160.83,4161.41,4161.41
1621621800,4161.43,4168.93,4157.22,4166.62,4166.62
1621625400,4166.64,4166.69,4154.03,4155.86,4155.86
1621863000,4170.16,4198.94,4170.16,4196.49,4196.49
1621866600,4196.5,4201.96,4196.37,4201.6,4201.6
1621870200,4201.64,4203.13,4195.62,4195.82,4195.82
1621873800,4195.91,4202.46,4195.91,4202.45,4202.45
1621877400,4202.48,4208.07,4202.41,4206.95,4206.95
1621881000,4206.94,4209.52,4205.18,4205.91,4205.91
1621884600,4205.94,4206.17,4196.18,4197.05,4197.05
1621949400,4205.94,4213.42,4198.29,4201.02,4201.02
1621953000,4201.1,4202.43,4190.92,4191.59,4191.59
1621956600,4191.7,4200.85,4186.52,4199.21,4199.21
1621960200,4199.23,4200.7,4190.75,4197.67,4197.67
1621963800,4197.68,4198.12,4189.06,4189.68,4189.68
1621967400,4189.71,4193.74,4184.91,4190.72,4190.72
1621971000,4190.75,4191.03,4182.52,4188.13,4188.13
1622035800,4191.59,4197.55,4184.11,4193.88,4193.88
1622039400,4193.86,4199.68,4192.26,4195.99,4195.99
1622043000,4196.05,4200.98,4193.48,4199.43,4199.43
1622046600,4199.46,4202.61,4197.11,4199.3,4199.3
1622050200,4199.31,4199.33,4191.1,4197.25,4197.25
1622053800,4197.26,4197.85,4193.05,4195.94,4195.94
1622057400,4195.92,4197.45,4192.12,4195.99,4195.99
1622122200,4201.94,4212.82,4201.94,4209.23,4209.23
1622125800,4209.29,4213.38,4204.49,4204.49,4204.49
1622129400,4203.88,4210.46,4201.24,4209.14,4209.14
1622133000,4209.15,4209.74,4205.47,4205.56,4205.56
1622136600,4205.55,4205.61,4198.19,4201.65,4201.65
1622140200,4201.67,4203.01,4197.78,4200.43,4200.43
1622143800,4200.47,4206.73,4199.1,4200.88,4200.88
1622208600,4210.77,4216.29,4206.02,4206.68,4206.68
1622212200,4206.79,4213.71,4206.78,4212.72,4212.72
1622215800,4212.7,4218.36,4212.7,4217.31,4217.31
1622219400,4217.27,4218.03,4211.5,4212.17,4212.17
1622223000,4212.14,4213.96,4210.45,4213.37,4213.37
1622226600,4213.45,4214.53,4210.17,4212.32,4212.32
1622230200,4212.33,4214.95,4203.57,4204.11,4204.11
1622554200,4216.52,4234.12,4205.16,4209.17,4209.17
1622557800,4209.24,4212.17,4199.88,4207.95,4207.95
1622561400,4207.97,4210.25,4203.12,4205.71,4205.71
1622565000,4205.69,4207.69,4197.59,4198.66,4198.66
1622568600,4198.64,4205.85,4198.29,4205.68,4205.68
1622572200,4205.66,4209.21,4204.45,4204.48,4204.48
1622575800,4204.46,4205.23,4200.34,4202.04,4202.04
1622640600,4206.82,4215.04,4200.94,4213.55,4213.55
1622644200,4213.59,4217.37,4210.42,4216.13,4216.13
1622647800,4216.12,4217.07,4208.04,4209.35,4209.35
1622651400,4209.31,4210.47,4201.18,4203.47,4203.47
1622655000,4203.49,4205.39,4198.27,4202.95,4202.95
1622658600,4202.9,4205.5,4201.74,4202.92,4202.92
1622662200,4202.9,4209.17,4201.3,4208.12,4208.12
